unitid,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,part,aline03
"207397","2296134","0","2296134","0","0","0","4844764","0","4844764","0","0","0","8627","1173163","1181790","0","37648","37648","0","0","0","0","57660","57660","0","0","0","0","0","0","824507","0","824507","","","","40255","0","40255","","","","8014287","1268471","9282758","A","0"
"207403","7280464","0","7280464","","","","","","","","","","0","1179065","1179065","0","258640","258640","","","","3435302","610655","4045957","1125590","747382","1872972","3804","0","3804","3360174","0","3360174","","","","1252432","15424","1267856","","","","16457766","2811166","19268932","A",""
"207449","2778227","0","2778227","0","0","0","10491848","0","10491848","1100000","0","1100000","0","2368428","2368428","0","124544","124544","0","63544","63544","0","173921","173921","0","5960","5960","46996","0","46996","2612804","0","2612804","0","0","0","506056","0","506056","0","0","0","17535931","2736397","20272328","A","0"
"207458","19841680","18931","19860611","","","","","","","","","","","999714","999714","","","","","","","1931245","1192122","3123367","17324","926364","943688","138941","392372","531313","1529447","40450","1569897","","","","302485","","302485","","","","23761122","3569953","27331075","A",""
"207494","99698","3486","103184","","","","","","","","","","","","","","","","","","","99146","12699","111845","0","108","108","","","","","","","","","","907","0","907","","","","199751","16293","216044","A",""
"207500","34011000","","34011000","","","","85251000","","85251000","","","","4576000","33295000","37871000","1059000","11150000","12209000","","","","3097000","","3097000","125000","312000","437000","6006000","","6006000","42779000","","42779000","","","","6349000","45000","6394000","","","","183253000","44802000","228055000","A",""
"207564","2359064","0","2359064","0","0","0","10368363","0","10368363","0","0","0","0","2214670","2214670","120000","59122","179122","0","0","0","0","92706","92706","0","0","0","138865","0","138865","3100327","0","3100327","","","","109848","675","110523","","","","16196467","2367173","18563640","A",""
"207582","29575064","45310","29620374","","","","","","","","","","","3262721","3262721","","","","","","","25405603","2981896","28387499","8387966","130552","8518518","","","","19706917","356055","20062972","","","","1941287","509351","2450638","","","","85016837","7285885","92302722","A",""
"207616","4989990","0","4989990","","","","","","","","","","0","754201","754201","0","180051","180051","0","724635","724635","1580774","703297","2284071","158146","408631","566777","","","","1019468","0","1019468","","","","495626","0","495626","","","","8244004","2770815","11014819","A",""
"207661","1739865","","1739865","","","","5730163","","5730163","","","","","2026021","2026021","","1425","1425","","","","","205679","205679","","","","122827","","122827","2074795","","2074795","","","","","","","","","","9667650","2233125","11900775","A",""
"207670","4806933","","4806933","","","","14157514","","14157514","","","","49943","2755723","2805666","","38544","38544","","","","","134202","134202","","4078","4078","53921","","53921","2626132","","2626132","","","","138861","16088","154949","","","","21833304","2948635","24781939","A",""
"207689","974458","0","974458","","","","","","","","","","0","241984","241984","0","60098","60098","","","","610306","157696","768002","111468","0","111468","70724","0","70724","797465","0","797465","","","","86593","0","86593","","","","2651014","459778","3110792","A",""
"207722","1229463","","1229463","","","","4345075","","4345075","","","","","1771108","1771108","","88075","88075","","","","","222111","222111","","","","8503","","8503","1067488","","1067488","","","","151066","","151066","","","","6801595","2081294","8882889","A",""
"207740","756712","","756712","","","","2921208","","2921208","","","","","1021163","1021163","","","","","","","","","","","","","","","","883234","","883234","","","","76081","45989","122070","","","","4637235","1067152","5704387","A",""
"207847","4313910","0","4313910","0","0","0","10762313","0","10762313","0","0","0","165055","4780429","4945484","227494","1620352","1847846","0","0","0","0","80503","80503","0","0","0","34975","0","34975","4290049","0","4290049","0","0","0","76767","5655","82422","0","0","0","19870563","6486939","26357502","A","0"
"207856","311339","","311339","","","","","","","","","","","138746","138746","","28896","28896","","","","225144","38209","263353","131522","2240","133762","","","","146600","","146600","","","","668","","668","","","","815273","208091","1023364","A",""
"207865","5723353","","5723353","","","","14406898","","14406898","","","","181146","3260278","3441424","254300","132424","386724","","","","","298982","298982","","","","510","","510","4884477","","4884477","","","","131997","","131997","","","","25582681","3691684","29274365","A",""
"207935","6073544","","6073544","","88842","88842","18687561","","18687561","11721857","","11721857","","3037576","3037576","","","","","23625","23625","1000","99253","100253","","","","","","","4814077","","4814077","","","","389587","","389587","","","","41687626","3249296","44936922","A",""
"207971","35235073","458834","35693907","0","0","0","0","0","0","0","0","0","238699","1323128","1561827","39696","1091594","1131290","0","14798","14798","1951270","7743654","9694924","9717091","4616248","14333339","642442","2400097","3042539","8366541","5306","8371847","0","0","0","3278382","445901","3724283","0","0","0","59469194","18099560","77568754","A","0"
"208035","1005647","0","1005647","0","0","0","3180449","0","3180449","0","0","0","3520","801691","805211","0","31105","31105","0","79154","79154","0","0","0","0","0","0","0","0","0","0","667717","667717","0","0","0","22090","0","22090","0","0","0","4211706","1579667","5791373","A","0"
"208239","1065509","0","1065509","0","0","0","0","0","0","0","0","0","0","97842","97842","0","0","0","0","0","0","500","0","500","0","0","0","19911","0","19911","248636","0","248636","0","0","0","10347","0","10347","0","0","0","1344903","97842","1442745","A","0"
"208275","1062286","","1062286","","","","2046794","","2046794","4412568","151242","4563810","","1457292","1457292","","1205701","1205701","","47311","47311","","475725","475725","","","","66531","","66531","502511","","502511","","","","628296","70804","699100","","","","8718986","3408075","12127061","A",""
"208318","1674967","","1674967","1794","2853","4647","2643721","","2643721","6392996","77613","6470609","","1941587","1941587","","561686","561686","","808991","808991","","166811","166811","","","","15050","","15050","1121258","727327","1848585","","","","517361","76603","593964","","","","12367147","4363471","16730618","A","4647"
"208390","5153054","0","5153054","70762","0","70762","8282257","0","8282257","15013684","0","15013684","83097","3644520","3727617","","4917042","4917042","","437202","437202","","213587","213587","","","","","61650","61650","2919281","","2919281","","","","758087","231792","989879","","","","32280222","9505793","41786015","A",""
"208406","3947329","","3947329","","","","5093008","","5093008","9594896","202806","9797702","","2644710","2644710","","1586231","1586231","30964","799916","830880","","","","","","","","","","1936345","","1936345","","","","1356725","6529132","7885857","","","","21959267","11762795","33722062","A",""
"208415","601637","0","601637","0","0","0","1458256","0","1458256","3099037","0","3099037","0","566102","566102","0","491330","491330","0","0","0","0","163672","163672","0","0","0","132508","0","132508","288593","0","288593","0","0","0","151366","0","151366","0","0","0","5731397","1221104","6952501","A","0"
"208442","1372068","0","1372068","0","0","0","0","0","0","0","0","0","0","312043","312043","0","0","0","0","0","0","834828","135016","969844","57902","0","57902","","","","543602","0","543602","0","0","0","228538","24448","252986","","","","3036938","471507","3508445","A",""
"208488","4696020","0","4696020","0","0","0","0","0","0","0","0","0","0","419194","419194","0","33074","33074","0","0","0","766669","134120","900789","0","15855","15855","0","0","0","773723","0","773723","0","0","0","299478","5973","305451","0","0","0","6535890","608216","7144106","A",""
"208646","2931617","","2931617","","","","9353596","","9353596","","","","98830","3008305","3107135","624","547716","548340","4715","59957","64672","7024","219806","226830","","30895","30895","422501","","422501","3170628","","3170628","","","","260908","","260908","","","","16250443","3866679","20117122","A",""
"208725","446688","0","446688","","","","","","","","","","0","185133","185133","","","","","","","308390","44018","352408","","","","","","","223664","0","223664","","","","6351","18022","24373","","","","985093","247173","1232266","A",""
"208822","7690715","0","7690715","","","","","","","","","","0","944033","944033","","","","","","","624048","237827","861875","28208","236688","264896","","","","2514883","0","2514883","","","","51084","0","51084","","","","10908938","1418548","12327486","A",""
"208965","3311617","0","3311617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175629","0","175629","","","","3487246","0","3487246","A",""
"209038","8966478","0","8966478","0","0","0","9376003","0","9376003","15885488","709224","16594712","115435","7740543","7855978","144126","1761111","1905237","90590","105156","195746","5300","796240","801540","0","0","0","81564","0","81564","3520870","0","3520870","","","","2300703","1402418","3703121","0","0","0","40486557","12514692","53001249","A",""
"209056","35752605","0","35752605","","","","","","","","","","175282","1521140","1696422","0","599690","599690","","","","805587","709716","1515303","555322","1029400","1584722","26077","0","26077","5020503","0","5020503","","","","782926","16955","799881","","","","43118302","3876901","46995203","A",""
"209065","17045216","0","17045216","","","","","","","","","","0","1573500","1573500","347715","398620","746335","","","","697458","769221","1466679","10144","461720","471864","","","","3579575","0","3579575","","","","615998","214486","830484","","","","22296106","3417547","25713653","A",""
"209074","3553308","0","3553308","42317","0","42317","5519797","303224","5823021","7976534","0","7976534","50655","3240646","3291301","0","746156","746156","40269","260867","301136","0","150475","150475","21583","0","21583","115159","0","115159","2032165","0","2032165","0","0","0","989821","395990","1385811","0","0","0","20341608","5097358","25438966","A",""
"209108","3885591","0","3885591","","","","","","","","","","37330","334581","371911","0","146690","146690","","","","236147","54546","290693","0","18693","18693","","","","1327742","0","1327742","","","","109186","48204","157390","","","","5595996","602714","6198710","A",""
"209241","385758","0","385758","","","","","","","","","","0","16310","16310","","","","","","","1033960","59313","1093273","56896","0","56896","","","","309635","0","309635","","","","311748","0","311748","","","","2097997","75623","2173620","A",""
"209250","5220410","","5220410","1333","","1333","7177423","","7177423","10567618","","10567618","334780","9819470","10154250","","590264","590264","","378800","378800","","151732","151732","","","","","","","","1919013","1919013","","","","566524","130212","696736","1944741","","1944741","25812829","12989491","38802320","A",""
"209287","2241621","0","2241621","","","","","","","","","","0","378510","378510","","","","","","","902430","735923","1638353","12741731","0","12741731","358457","0","358457","949620","0","949620","","","","153145","93698","246843","","","","17347004","1208131","18555135","A",""
"209296","1275595","0","1275595","","","","","","","","","","0","","0","","","","","","","3461","19252","22713","0","2355","2355","464394","0","464394","138603","0","138603","","","","75503","0","75503","","","","1957556","21607","1979163","A",""
"209409","1024522","0","1024522","0","0","0","0","36231","36231","","","","0","211379","211379","","","","","","","572091","149117","721208","0","103508","103508","","","","410868","0","410868","0","0","0","172121","","172121","","","","2179602","500235","2679837","A","0"
"209472","2232317","8938","2241255","","","","","","","","","","2405150","4287645","6692795","112134","615921","728055","","","","1707383","1726158","3433541","1303271","0","1303271","509651","0","509651","97053","0","97053","","","","174207","58384","232591","","","","8541166","6697046","15238212","A",""
"209490","6044859","","6044859","1737346","","1737346","47574389","","47574389","","","","7892923","28182687","36075610","38543","1971744","2010287","10486","536455","546941","819208","20658314","21477522","55263","801487","856750","4407991","","4407991","5242613","","5242613","199229601","3248472","202478073","4033796","","4033796","","","","277087018","55399159","332486177","A","1737346"
"209506","4092069","","4092069","","","","12709166","","12709166","","","","89939","2540126","2630065","2481","333206","335687","","","","69628","550547","620175","","","","130551","","130551","4081692","","4081692","","","","127752","","127752","","","","21303278","3423879","24727157","A",""
"209524","1574710","0","1574710","0","0","0","0","0","0","0","0","0","0","144600","144600","0","0","0","0","0","0","500","0","500","0","0","0","19911","0","19911","367458","0","367458","0","0","0","10347","0","10347","0","0","0","1972926","144600","2117526","A","0"
