unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b235,b245,b255,b265,b275,bline05,bline14,bline15,bline17,bline20,bline21,bline18,part
"200800","77167707","4656972","81824679","57078003","2726332","6930196","9656528","5729883","3008473","2408796","5417269","3043062","16884751","1101090","17985841","10329494","6461229","111793","6573022","3505445","15369361","282799","15652160","11441275","14016217","20274","14036491","5328038","7057773","10232796","17290569","420474","0","420474","4289558","0","4289558","147401875","25744716","173146591","21148946","404969","21553915","0","0","0","0","0","0","168550821","26149685","194700506","96455200","20788933","0","0","117244133","5995019","","-212663","0","0","0","0","B"
"200846","1859147","227958","2087105","1453789","4783","0","4783","3000","120095","0","120095","69583","158353","11679","170032","37630","354956","0","354956","186251","818972","8093","827065","420911","361053","3236","364289","112584","0","637","637","0","0","0","812678","0","812678","4490037","251603","4741640","257627","0","257627","0","0","0","0","0","0","4747664","251603","4999267","2283748","485930","0","0","2769678","161445","0","17185","0","0","0","0","B"
"201007","9869972","307019","10176991","7154425","0","0","0","0","78574","140183","218757","85972","1210373","368930","1579303","743852","2297855","0","2297855","1158119","7503613","331526","7835139","3306429","4584704","245591","4830295","1883815","1682384","3048597","4730981","323401","0","323401","-95213","-316973","-412186","27455663","4124873","31580536","","","","0","0","0","0","0","0","27455663","4124873","31580536","14332612","3132918","6541","171556","17643627","430735","","","","","","","B"
"201016","305879","0","305879","305879","0","0","0","0","0","0","0","0","132888","0","132888","0","95141","0","95141","0","239057","179179","418236","170000","213309","0","213309","0","0","202890","202890","0","0","0","0","0","0","986274","382069","1368343","0","0","0","","","","","","","986274","382069","1368343","475879","86438","0","15620","577937","12590","0","0","","","","","B"
"201061","534389","0","534389","534389","","","","","103250","0","103250","103250","61300","0","61300","61300","143930","0","143930","143930","500347","0","500347","150297","67500","0","67500","67500","0","342617","342617","","","","","","","1410716","342617","1753333","","","","","","","","","","1410716","342617","1753333","1060666","156595","","","1217261","3718","","","","","","","B"
"201104","12085189","0","12085189","9305596","","","","","","","","","1316743","0","1316743","579367","3018115","0","3018115","1690144","5813157","0","5813157","1802079","2829380","0","2829380","679051","5264214","5376334","10640548","","","","","","","30326798","5376334","35703132","5276583","0","5276583","","","","","","","35603381","5376334","40979715","14056237","3232935","","","17289172","713024","","","","","","","B"
"201140","630762","0","630762","510875","","","","","","","","","155996","0","155996","69974","197562","0","197562","131954","484322","0","484322","225455","441811","0","441811","151802","","","","35164","0","35164","","","","1945617","0","1945617","239835","0","239835","","","","","","","2185452","0","2185452","1090060","211800","","","1301860","155996","","","","","","","B"
"201168","88923","8367","97290","68395","34","270","304","131","157","162","319","125","2879","345","3224","1522","4783","257","5040","2540","7888","346","8234","3467","4468","148","4616","1800","20657","19343","40000","949","44","993","1489","110","1599","132227","29392","161619","7914","162","8076","0","0","0","256","11","267","140397","29565","169962","77980","17086","","931","95997","1427","","","","","","","B"
"201195","12779539","408714","13188253","8852771","0","0","0","0","0","0","0","0","3117001","300600","3417601","1697001","2765055","234103","2999158","1549043","5289396","1671","5291067","2637920","4247914","64799","4312713","1603023","5761270","4465324","10226594","278253","0","278253","0","0","0","34238428","5475211","39713639","9886922","11576","9898498","0","0","0","0","0","0","44125350","5486787","49612137","16339758","4580176","0","0","20919934","622833","0","0","","","","","B"
"201283","2529655","131486","2661141","2010035","0","0","0","0","272030","99043","371073","245988","109224","0","109224","81422","460050","97449","557499","390451","953533","50474","1004007","332172","672183","0","672183","282747","205854","1262687","1468541","0","0","0","106487","266147","372634","5309016","1907286","7216302","442827","0","442827","0","0","0","0","0","0","5751843","1907286","7659129","3342815","663974","0","0","4006789","109224","0","1008","0","0","0","0","B"
"201344","101447","2070","103517","77534","1465","0","1465","1279","316","0","316","181","75299","0","75299","28237","115693","0","115693","59119","204428","7414","211842","75839","122730","369","123099","14280","","","","5983","66","6049","","","","627361","9919","637280","39132","0","39132","","","","","","","666493","9919","676412","256469","25967","0","1856","284292","","","","","","","","B"
"201362","537071","0","537071","439450","","","","","","","","","266","","266","169","","","","","1070320","0","1070320","463696","264683","0","264683","48233","16034","0","16034","","","","","","","1888374","0","1888374","","","","","","","","","","1888374","0","1888374","951548","71736","","","1023284","266","","","","","","","B"
"201371","1733401","30861","1764262","1309098","0","0","0","0","30","0","30","0","475395","30665","506060","230180","1123877","0","1123877","522914","1282380","59124","1341504","414230","526874","0","526874","146913","942210","812899","1755109","63800","0","63800","48147","0","48147","6196114","933549","7129663","1726539","0","1726539","0","0","0","0","0","0","7922653","933549","8856202","2623335","714967","0","0","3338302","203850","0","0","0","0","0","0","B"
"201432","2426209","237617","2663826","1888704","","","","","183780","44227","228007","127237","594458","","594458","364338","387189","2839","390028","261657","719631","","719631","223501","460613","","460613","146783","18526","","18526","","","","","","","4790406","284683","5075089","71526","","71526","","","","","","","4861932","284683","5146615","3012220","948041","","","3960261","201107","","60000","","","","","B"
"201441","73682077","3597360","77279437","50718141","192129","1836763","2028892","960765","4965101","2552687","7517788","3346690","14457365","187828","14645193","7009235","10616754","64039","10680793","5399549","13079336","83921","13163257","9354304","10441080","","10441080","5381299","2357683","5859197","8216880","681080","","681080","1194032","","1194032","131666637","14181795","145848432","43664980","40066","43705046","","","","","","","175331617","14221861","189553478","82169983","20218826","","","102388809","6146160","4070464","2068553","","","","","B"
"201469","496466","0","496466","406225","","","","","","","","","266","","266","169","","","","","1070320","0","1070320","463696","264683","0","264683","48233","14822","0","14822","","","","","","","1846557","0","1846557","","","","","","","","","","1846557","0","1846557","918323","66312","","","984635","266","","","","","","","B"
"201548","11347749","574224","11921973","7368672","","","","","28000","164877","192877","96171","2925767","118735","3044502","1514397","2467621","48064","2515685","1212821","3201385","89612","3290997","1480222","2402315","138397","2540712","551842","3372668","1562368","4935036","181578","0","181578","","","","25927083","2696277","28623360","3058556","28380","3086936","","","","","","","28985639","2724657","31710296","12224125","2595541","","","14819666","1401848","259897","0","","","","","B"
"201645","47995000","22743000","70738000","44209000","950000","78056000","79006000","42538000","","","","","22435000","1239000","23674000","13436000","7158000","1182000","8340000","3995000","18420000","1899000","20319000","12106000","21655000","1740000","23395000","5510000","13957000","11509000","25466000","96000","","96000","7007000","1959000","8966000","139673000","120327000","260000000","22647000","","22647000","","","","","","","162320000","120327000","282647000","121794000","31337000","","","153131000","7826000","494000","-1611000","","","","","B"
"201654","4071239","130451","4201690","3424283","","","","","","","","","1893628","14601","1908229","920421","1149103","38","1149141","663819","3583857","37029","3620886","1124913","1208048","2367","1210415","771425","421315","1416145","1837460","1308458","0","1308458","502247","0","502247","14137895","1600631","15738526","3308739","0","3308739","","","","","","","17446634","1600631","19047265","6904861","1505742","","","8410603","163439","","","","","","","B"
"201672","2402653","74801","2477454","1877500","","","","","117865","42922","160787","81681","503480","153639","657119","424051","535600","56096","591696","354128","789733","22525","812258","449675","450953","","450953","178249","1491","1070970","1072461","17436","","17436","434423","87036","521459","5253634","1507989","6761623","263667","","263667","","","","","","","5517301","1507989","7025290","3365284","736920","","","4102204","96213","","","","","","","B"
"201690","7210657","681922","7892579","","","1091540","1091540","","462349","305279","767628","","1271165","810010","2081175","","2711295","516070","3227365","","7189456","195160","7384616","","3387124","13445","3400569","","2272279","4869123","7141402","204795","","204795","0","83","83","24709120","8482632","33191752","4901712","221069","5122781","","","","","","","29610832","8703701","38314533","","","","","","714641","250066","","","","","","B"
"201751","264449","0","264449","149705","0","0","0","0","0","14948","14948","0","117455","0","117455","89459","33345","0","33345","17250","87678","0","87678","20700","62473","0","62473","12452","42350","184589","226939","0","0","0","13383","4000","17383","621133","203537","824670","0","0","0","0","0","0","0","0","0","621133","203537","824670","289566","0","0","0","289566","6329","","","","","","","B"
